StockCode,Description,QuantityTotal,QuantityAvg,QuantityStd,N_NonZeroDemandPeriods,MinWeek,MaxWeek,N_DemandPeriods,ADI,COV2,demand_type
22897,OVEN MITT APPLES DESIGN,1310,24.71698113207547,20.142165262960344,53,201048,201149,102,1.9245283018867925,0.8149120297228231,Lumpy
22898,CHILDRENS APRON APPLES DESIGN,2426,45.77358490566038,37.547734495538606,53,201048,201149,102,1.9245283018867925,0.8202926332496068,Lumpy
22899,CHILDREN'S APRON DOLLY GIRL ,2066,39.73076923076923,35.17469867458231,52,201048,201149,102,1.9615384615384615,0.8853263945199806,Lumpy
22900,SET 2 TEA TOWELS I LOVE LONDON ,4703,88.73584905660377,107.37571544373381,53,201048,201149,102,1.9245283018867925,1.2100601570312337,Lumpy
22902,TOTE BAG I LOVE LONDON,1272,25.959183673469386,29.029409788231334,49,201048,201149,102,2.0816326530612246,1.118271289012056,Lumpy
22903,CALENDAR FAMILY FAVOURITES,193,7.148148148148148,8.614405214985956,27,201049,201149,101,3.740740740740741,1.205124045619797,Lumpy
22904,CALENDAR PAPER CUT DESIGN,1836,37.46938775510204,30.538979218380568,49,201048,201146,99,2.020408163265306,0.8150381163946884,Lumpy
22905,CALENDAR IN SEASON DESIGN,582,15.31578947368421,22.784662056645956,38,201048,201149,102,2.6842105263157894,1.4876583473411449,Lumpy
22906,12 MESSAGE CARDS WITH ENVELOPES,1739,34.09803921568628,31.89498700545952,51,201048,201149,102,2.0,0.9353906482337179,Lumpy
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6535,123.30188679245283,72.37870089000904,53,201048,201149,102,1.9245283018867925,0.5870040010972424,Lumpy
22908,PACK OF 20 NAPKINS RED APPLES,4382,82.67924528301887,85.52884659236,53,201048,201149,102,1.9245283018867925,1.0344657392503604,Lumpy
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8728,212.8780487804878,253.60670290056916,41,201048,201149,102,2.4878048780487805,1.19132387934502,Lumpy
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,10253,262.8974358974359,312.5170980477704,39,201048,201149,102,2.6153846153846154,1.188741521882673,Lumpy
22911,PAPER CHAIN KIT LONDON,458,10.409090909090908,15.592661037298972,44,201048,201149,102,2.3181818181818183,1.4979849031466264,Lumpy
22912,YELLOW COAT RACK PARIS FASHION,281,6.2444444444444445,10.888182826005687,45,201048,201148,101,2.2444444444444445,1.7436591714243983,Lumpy
22913,RED COAT RACK PARIS FASHION,348,7.733333333333333,16.528762809115513,45,201048,201149,102,2.2666666666666666,2.1373400184201095,Lumpy
22914,BLUE COAT RACK PARIS FASHION,463,9.26,15.473229020683776,50,201048,201149,102,2.04,1.6709750562293495,Lumpy
22915,ASSORTED BOTTLE TOP  MAGNETS ,2858,60.808510638297875,88.05053842708061,47,201048,201149,102,2.1702127659574466,1.4479969580380645,Lumpy
22916,HERB MARKER THYME,1896,36.46153846153846,40.887920234662694,52,201048,201149,102,1.9615384615384615,1.1213986562249263,Lumpy
22917,HERB MARKER ROSEMARY,1932,37.88235294117647,41.942649920491924,51,201048,201149,102,2.0,1.1071817525595693,Lumpy
22918,HERB MARKER PARSLEY,1862,36.509803921568626,40.60904950821658,51,201048,201149,102,2.0,1.112277940343204,Lumpy
22919,HERB MARKER MINT,1745,34.21568627450981,34.77373360770465,51,201048,201149,102,2.0,1.0163096928326287,Lumpy
22920,HERB MARKER BASIL,1900,40.42553191489362,321.8305484919754,47,201048,201149,102,2.1702127659574466,7.961071462696233,Lumpy
22921,HERB MARKER CHIVES ,1709,36.361702127659576,40.35140508943835,47,201048,201149,102,2.1702127659574466,1.1097226677610312,Lumpy
22922,FRIDGE MAGNETS US DINER ASSORTED,1311,31.975609756097562,40.269397689112544,41,201048,201149,102,2.4878048780487805,1.2593785699875013,Lumpy
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1190,30.512820512820515,42.783956532469034,39,201048,201149,102,2.6153846153846154,1.402163281316212,Lumpy
22924,FRIDGE MAGNETS LA VIE EN ROSE,982,23.951219512195124,36.603245224646535,41,201048,201149,102,2.4878048780487805,1.5282413993997024,Lumpy
22925,AMAZON,424,9.02127659574468,10.36610144675617,47,201048,201148,101,2.148936170212766,1.149072566031934,Lumpy
22926,IVORY GIANT GARDEN THERMOMETER,534,23.217391304347824,20.74292107451497,23,201048,201119,72,3.130434782608696,0.8934216942206823,Lumpy
22927,GREEN GIANT GARDEN THERMOMETER,372,9.073170731707316,12.71493264611032,41,201048,201149,102,2.4878048780487805,1.4013769851895783,Lumpy
22928,YELLOW GIANT GARDEN THERMOMETER,282,6.878048780487805,8.83231317931837,41,201048,201149,102,2.4878048780487805,1.2841306395462877,Lumpy
22929,SCHOOL DESK AND CHAIR ,16,1.4545454545454546,1.2135597524338357,11,201050,201143,94,8.545454545454545,0.834322329798262,Lumpy
22930,BAKING MOULD HEART MILK CHOCOLATE,1013,20.6734693877551,22.77460917621314,49,201049,201149,101,2.061224489795918,1.1016345998365684,Lumpy
22931,BAKING MOULD HEART WHITE CHOCOLATE,815,19.878048780487806,32.93872729929863,41,201049,201149,101,2.4634146341463414,1.6570402690444708,Lumpy
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,764,20.105263157894736,34.14182619419797,38,201049,201149,101,2.6578947368421053,1.698153658873721,Lumpy
22933,BAKING MOULD EASTER EGG MILK CHOC,784,29.037037037037038,38.84434567454046,27,201049,201149,101,3.740740740740741,1.3377517005262658,Lumpy
22934,BAKING MOULD EASTER EGG WHITE CHOC,586,23.44,24.15070737404324,25,201049,201145,97,3.88,1.0303202804625955,Lumpy
22935,BAKING MOULD ROSE MILK CHOCOLATE,618,17.65714285714286,25.20730853068897,35,201049,201149,101,2.8857142857142857,1.4275983795697635,Lumpy
22936,BAKING MOULD ROSE WHITE CHOCOLATE,207,6.9,23.591860080734744,30,201049,201149,101,3.3666666666666667,3.4191101566282236,Lumpy
22937,BAKING MOULD CHOCOLATE CUPCAKES,961,23.4390243902439,22.86596682898823,41,201049,201149,101,2.4634146341463414,0.9755511342232233,Lumpy
22938,CUPCAKE LACE PAPER SET 6,2307,45.23529411764706,46.8408318608003,51,201048,201149,102,2.0,1.0354930320332967,Lumpy
22939,ADULT APRON APPLE DELIGHT,458,9.956521739130435,11.977676498366321,46,201048,201149,102,2.217391304347826,1.2029980762551327,Lumpy
22940,FELTCRAFT CHRISTMAS FAIRY,1896,51.24324324324324,67.75503482948514,37,201048,201149,102,2.7567567567567566,1.3222237809551425,Lumpy
22941,CHRISTMAS LIGHTS 10 REINDEER,1621,49.121212121212125,78.79116288318664,33,201048,201149,102,3.090909090909091,1.6040150371037378,Lumpy
22942,CHRISTMAS LIGHTS 10 SANTAS ,533,23.17391304347826,29.953983152819053,23,201048,201149,102,4.434782608695652,1.2925733818289646,Lumpy
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1318,35.62162162162162,52.58556590683172,37,201048,201149,102,2.7567567567567566,1.4762260535301772,Lumpy
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3320,166.0,176.424428431463,20,201048,201149,102,5.1,1.0627977616353192,Lumpy
22945,CHRISTMAS METAL TAGS ASSORTED ,2127,60.77142857142857,146.7595243355377,35,201048,201149,102,2.914285714285714,2.4149428075899477,Lumpy
22946,WOODEN ADVENT CALENDAR CREAM,416,12.235294117647058,18.726191063028683,34,201048,201149,102,3.0,1.5305060003436906,Lumpy
22947,WOODEN ADVENT CALENDAR RED,745,33.86363636363637,47.96456574492848,22,201048,201148,101,4.590909090909091,1.4164032837428542,Lumpy
22948,METAL DECORATION NAUGHTY CHILDREN ,1481,32.19565217391305,36.06883515675572,46,201048,201149,102,2.217391304347826,1.120301429581879,Lumpy
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,954,20.73913043478261,32.309224539412334,46,201048,201149,102,2.217391304347826,1.5578871371205107,Lumpy
22950,36 DOILIES VINTAGE CHRISTMAS,4885,232.61904761904762,242.36573111528702,21,201123,201145,23,1.0952380952380953,1.0418997652857784,Eratic
22951,60 CAKE CASES DOLLY GIRL DESIGN,7398,139.58490566037736,113.78377503004144,53,201048,201149,102,1.9245283018867925,0.8151581612046764,Lumpy
22952,60 CAKE CASES VINTAGE CHRISTMAS,15767,394.175,452.96849313084766,40,201048,201149,102,2.55,1.1491558143739395,Lumpy
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,502,11.952380952380953,10.981031052377862,42,201048,201149,102,2.4285714285714284,0.9187316816730482,Lumpy
22954,HEN PARTY CORDON BARRIER TAPE,201,6.483870967741935,7.518293103011859,31,201050,201147,98,3.161290322580645,1.1595377422555604,Lumpy
22955,36 FOIL STAR CAKE CASES ,1192,27.09090909090909,39.936471750750854,44,201048,201149,102,2.3181818181818183,1.4741650646250315,Lumpy
22956,36 FOIL HEART CAKE CASES,1903,37.31372549019608,56.34873208727182,51,201048,201149,102,2.0,1.510134175749271,Lumpy
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1752,103.05882352941177,67.26484091655469,17,201102,201139,38,2.235294117647059,0.6526839586651996,Lumpy
22959,WRAP CHRISTMAS VILLAGE,4451,193.52173913043478,149.29375240085855,23,201048,201149,102,4.434782608695652,0.7714572692023696,Lumpy
22960,JAM MAKING SET WITH JARS,8470,159.81132075471697,93.82575023860693,53,201048,201149,102,1.9245283018867925,0.5871032777622394,Lumpy
22961,JAM MAKING SET PRINTED,16081,303.41509433962267,181.13938895038225,53,201048,201149,102,1.9245283018867925,0.5970019037603543,Lumpy
22962,JAM JAR WITH PINK LID,3818,73.42307692307692,69.54906468235245,52,201048,201149,102,1.9615384615384615,0.9472371302991953,Lumpy
22963,JAM JAR WITH GREEN LID,3176,59.924528301886795,53.08297172156484,53,201048,201149,102,1.9245283018867925,0.8858304474946274,Lumpy
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2614,49.320754716981135,57.880106049855556,53,201048,201149,102,1.9245283018867925,1.173544613864707,Lumpy
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,1335,25.18867924528302,27.766925956400264,53,201048,201149,102,1.9245283018867925,1.102357360066827,Lumpy
22966,GINGERBREAD MAN COOKIE CUTTER,7379,147.58,102.00662043340569,50,201048,201149,102,2.04,0.6911954223702783,Lumpy
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1151,60.578947368421055,57.42852155261616,19,201102,201149,48,2.526315789473684,0.9479947085140809,Lumpy
22968,ROSE COTTAGE KEEPSAKE BOX ,753,16.369565217391305,25.94726163727938,46,201048,201149,102,2.217391304347826,1.5850916803650086,Lumpy
22969,HOMEMADE JAM SCENTED CANDLES,12392,233.81132075471697,248.2649837916499,53,201048,201149,102,1.9245283018867925,1.0618176356485995,Lumpy
22970,LONDON BUS COFFEE MUG,4351,87.02,88.89192934142456,50,201050,201149,100,2.0,1.021511484043031,Lumpy
22971,QUEENS GUARD COFFEE MUG,2415,48.3,39.76422861757814,50,201050,201149,100,2.0,0.8232759548152825,Lumpy
22972,CHILDREN'S SPACEBOY MUG,1764,36.0,26.744158240632665,49,201048,201149,102,2.0816326530612246,0.7428932844620184,Lumpy
22973,CHILDREN'S CIRCUS PARADE MUG,1239,24.78,23.66111940353988,50,201048,201149,102,2.04,0.9548474335568959,Lumpy
22974,CHILDRENS DOLLY GIRL MUG,1587,31.74,33.386304169860566,50,201048,201149,102,2.04,1.0518684363535151,Lumpy
22975,SPACEBOY CHILDRENS EGG CUP,1203,24.551020408163264,18.406363510674097,49,201048,201149,102,2.0816326530612246,0.7497188794871411,Lumpy
22976,CIRCUS PARADE CHILDRENS EGG CUP ,1054,21.510204081632654,16.38358229165658,49,201048,201149,102,2.0816326530612246,0.761665590409082,Lumpy
22977,DOLLY GIRL CHILDRENS EGG CUP,950,22.61904761904762,22.08073034864075,42,201048,201149,102,2.4285714285714284,0.9762007101504331,Lumpy
22978,PANTRY ROLLING PIN,2390,55.58139534883721,114.24727412776943,43,201107,201149,43,1.0,2.0554948901648893,Eratic
22979,PANTRY WASHING UP BRUSH,4006,97.70731707317073,121.00645517955623,41,201109,201149,41,1.0,1.238458477873641,Eratic
22980,PANTRY SCRUBBING BRUSH,2285,54.404761904761905,56.02789354259159,42,201107,201149,43,1.0238095238095237,1.0298343670848344,Eratic
22981,PANTRY APPLE CORER,466,13.314285714285715,26.49391875680978,35,201109,201149,41,1.1714285714285715,1.989886601906314,Eratic
22982,PANTRY PASTRY BRUSH,1131,28.275,25.234274107720825,40,201109,201149,41,1.025,0.8924588543844678,Eratic
22983,CARD BILLBOARD FONT,5121,96.62264150943396,73.90098011609192,53,201048,201149,102,1.9245283018867925,0.7648412314299691,Lumpy
22984,CARD GINGHAM ROSE ,2717,53.27450980392157,50.402015210256245,51,201048,201149,102,2.0,0.9460812571671213,Lumpy
22985,WRAP BILLBOARD FONTS DESIGN,3782,80.46808510638297,124.0776143955047,47,201048,201149,102,2.1702127659574466,1.541948142937261,Lumpy
22986,WRAP GINGHAM ROSE ,4080,81.6,52.37502130923535,50,201048,201149,102,2.04,0.6418507513386685,Lumpy
22987,WRAP SUMMER ROSE DESIGN,102,20.4,10.285912696499032,5,201118,201141,24,4.8,0.5042114066911291,Lumpy
22988,SOLDIERS EGG CUP ,8878,197.2888888888889,181.50890564455182,45,201048,201149,102,2.2666666666666666,0.9200158542469962,Lumpy
22989,SET 2 PANTRY DESIGN TEA TOWELS,2791,62.022222222222226,72.09888691893582,45,201105,201149,45,1.0,1.1624686174676144,Eratic
22990,COTTON APRON PANTRY DESIGN,512,11.377777777777778,28.159681758991468,45,201105,201149,45,1.0,2.4749720295988595,Eratic
22991,GIRAFFE WOODEN RULER,3175,75.5952380952381,143.2064958881966,42,201107,201149,43,1.0238095238095237,1.8943851424580336,Eratic
22992,REVOLVER WOODEN RULER ,4520,107.61904761904762,157.71090445633968,42,201107,201149,43,1.0238095238095237,1.4654553068951917,Eratic
22993,SET OF 4 PANTRY JELLY MOULDS,12604,293.1162790697674,133.7060046559732,43,201107,201149,43,1.0,0.45615345923570677,Smooth
22994,TRAVEL CARD WALLET RETROSPOT,2167,50.395348837209305,35.26102633009433,43,201107,201149,43,1.0,0.6996881089958727,Eratic
22995,TRAVEL CARD WALLET SUKI,2340,54.41860465116279,39.93878205819951,43,201107,201149,43,1.0,0.7339177899583671,Eratic
22996,TRAVEL CARD WALLET VINTAGE TICKET,4787,111.32558139534883,93.86102211710792,43,201107,201149,43,1.0,0.8431217779477002,Eratic
22997,TRAVEL CARD WALLET UNION JACK,2517,59.92857142857143,33.32500186239935,42,201107,201149,43,1.0238095238095237,0.5560786961544587,Eratic
22998,TRAVEL CARD WALLET KEEP CALM,12313,286.3488372093023,223.2816802799005,43,201107,201149,43,1.0,0.7797541015216213,Eratic
22999,TRAVEL CARD WALLET VINTAGE LEAF,2957,68.76744186046511,73.71820128328531,43,201107,201149,43,1.0,1.0719927815966415,Eratic
23000,TRAVEL CARD WALLET TRANSPORT,3132,72.83720930232558,40.325420455138726,43,201107,201149,43,1.0,0.5536376371554806,Eratic
23002,TRAVEL CARD WALLET SKULLS,2017,46.906976744186046,44.31264140469794,43,201107,201149,43,1.0,0.9446919089747207,Eratic
23004,TRAVEL CARD WALLET PANTRY,1827,42.48837209302326,38.71960995291494,43,201107,201149,43,1.0,0.9112989753559618,Eratic
23006,TRAVEL CARD WALLET FLOWER MEADOW,1686,40.142857142857146,31.45462967868158,42,201107,201149,43,1.0238095238095237,0.783567287369292,Eratic
23007, SPACEBOY BABY GIFT SET,493,12.973684210526315,11.951448723911444,38,201110,201149,40,1.0526315789473684,0.9212070010317138,Eratic
23008,DOLLY GIRL BABY GIFT SET,428,11.567567567567568,12.100368544755936,37,201110,201149,40,1.0810810810810811,1.0460598975606765,Eratic
23009,I LOVE LONDON BABY GIFT SET,263,6.921052631578948,6.787833228880995,38,201110,201149,40,1.0526315789473684,0.9807515691919307,Eratic
23010,CIRCUS PARADE BABY GIFT SET,313,8.942857142857143,10.304033639487862,35,201110,201148,39,1.1142857142857143,1.1522082344475244,Eratic
23012,GLASS APOTHECARY BOTTLE PERFUME,1066,41.0,19.740314080581392,26,201124,201149,26,1.0,0.4814710751361315,Smooth
23013,GLASS APOTHECARY BOTTLE TONIC,919,35.34615384615385,18.386826387807783,26,201124,201149,26,1.0,0.5201931295788926,Eratic
23014,GLASS APOTHECARY BOTTLE ELIXIR,849,33.96,16.159311041419226,25,201124,201149,26,1.04,0.47583365846346365,Smooth
23015,CORDIAL GLASS JUG,34,2.2666666666666666,2.840187787218772,15,201124,201147,24,1.6,1.2530240237729877,Lumpy
23016,GLASS TWIST BON BON JAR,71,4.4375,3.982775414205526,16,201124,201149,26,1.625,0.8975268539054707,Lumpy
23017,APOTHECARY MEASURING JAR,66,3.6666666666666665,3.086974532565159,18,201125,201149,25,1.3888888888888888,0.8419021452450435,Lumpy
23018,LARGE APOTHECARY MEASURING JAR ,51,3.923076923076923,3.988766276714695,13,201125,201146,22,1.6923076923076923,1.0167443450449223,Lumpy
23019,SMALL APOTHECARY MEASURING JAR ,81,4.5,4.076474832354976,18,201125,201149,25,1.3888888888888888,0.9058832960788836,Lumpy
23020,GLASS  SONGBIRD STORAGE JAR,170,6.538461538461538,5.163183275699356,26,201124,201149,26,1.0,0.789663324518725,Eratic
23021,GLASS BONNE JAM JAR,121,7.5625,6.531653695657785,16,201125,201149,25,1.5625,0.8636897448803683,Lumpy
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,392,23.058823529411764,29.86944632110565,17,201124,201149,26,1.5294117647058822,1.2953586414765206,Lumpy
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,284,18.933333333333334,14.184834289110457,15,201125,201149,25,1.6666666666666667,0.7491989941431579,Lumpy
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,253,25.3,31.993228450199688,10,201125,201146,22,2.2,1.2645544841976162,Lumpy
23025,DRAWER KNOB VINTAGE GLASS BALL,344,16.38095238095238,12.49590409084589,21,201126,201148,23,1.0952380952380953,0.7628313543830341,Eratic
23026,DRAWER KNOB VINTAGE GLASS STAR,543,21.72,19.83582617387035,25,201124,201149,26,1.04,0.9132516654636441,Eratic
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,295,16.38888888888889,18.79342466017081,18,201125,201148,24,1.3333333333333333,1.1467174368917783,Lumpy
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1319,62.80952380952381,56.19040758672163,21,201124,201144,21,1.0,0.8946160419417394,Eratic
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1304,50.15384615384615,32.098214663986916,26,201124,201149,26,1.0,0.6399950776561808,Eratic
23031,DRAWER KNOB CRACKLE GLAZE PINK,1276,49.07692307692308,32.003653637574665,26,201124,201149,26,1.0,0.6521120647154712,Eratic
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2236,89.44,56.26950032359152,25,201124,201148,25,1.0,0.629131264798653,Eratic
23033,DRAWER KNOB CERAMIC RED,720,28.8,34.56395039150859,25,201124,201149,26,1.04,1.200137166371826,Eratic
23034,DRAWER KNOB CERAMIC BLACK,985,39.4,36.227291737951745,25,201124,201149,26,1.04,0.9194744095926839,Eratic
23035,DRAWER KNOB CERAMIC IVORY,2136,82.15384615384616,51.47014070910807,26,201124,201149,26,1.0,0.6265092033880195,Eratic
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,185,14.23076923076923,10.264451975579329,13,201125,201149,25,1.9230769230769231,0.721285814500169,Lumpy
23037,CANDLE HOLDER SILVER MADELINE,196,16.333333333333332,10.464948710583894,12,201125,201149,25,2.0833333333333335,0.6407111455459528,Lumpy
23038,T-LIGHT HOLDER SILVER SAUCER,44,6.285714285714286,5.407226205560041,7,201128,201149,22,3.142857142857143,0.8602405327027337,Lumpy
23039,T-LIGHT HOLDER SILVER HEART HANDLE,193,12.866666666666667,12.6765625504408,15,201124,201149,26,1.7333333333333334,0.9852250686871087,Lumpy
23040,PAPER LANTERN 9 POINT SNOW STAR ,253,12.047619047619047,25.923881249682097,21,201117,201149,33,1.5714285714285714,2.1517846096574074,Lumpy
23041,PAPER LANTERN 9 POINT SNOW STAR,248,9.92,11.434305109333637,25,201117,201149,33,1.32,1.1526517247312134,Eratic
23042,PAPER LANTERN 7 POINT SNOW STAR,93,5.166666666666667,5.903637961161794,18,201117,201149,33,1.8333333333333333,1.1426396053861536,Lumpy
23043,PAPER LANTERN 9 POINT HOLLY STAR L,81,6.230769230769231,4.418782753840816,13,201118,201149,32,2.4615384615384617,0.7091873555546988,Lumpy
23044,PAPER LANTERN 9 POINT HOLLY STAR S,104,6.117647058823529,5.348859141690596,17,201118,201148,31,1.8235294117647058,0.874332744314809,Lumpy
23045,PAPER LANTERN 5 POINT STAR MOON ,98,5.764705882352941,10.650876793512738,17,201118,201149,32,1.8823529411764706,1.8476010764256792,Lumpy
23046,PAPER LANTERN 9 POINT DELUXE STAR,349,16.61904761904762,52.799125173127806,21,201118,201149,32,1.5238095238095237,3.177024723884481,Lumpy
23047,PAPER LANTERN 5 POINT SEQUIN STAR,58,3.0526315789473686,1.985326287499427,19,201118,201147,30,1.5789473684210527,0.6503655079739502,Lumpy
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,548,18.896551724137932,34.28279954769718,29,201117,201149,33,1.1379310344827587,1.8142357424876243,Eratic
23049,RECYCLED ACAPULCO MAT RED,453,11.325,9.972751337056854,40,201109,201148,40,1.0,0.8805961445524817,Eratic
23050,RECYCLED ACAPULCO MAT GREEN,496,12.4,8.813742183774794,40,201109,201149,41,1.025,0.7107856599818382,Eratic
23051,RECYCLED ACAPULCO MAT BLUE,363,9.552631578947368,7.3289406646528965,38,201109,201149,41,1.0789473684210527,0.7672169290821215,Eratic
23052,RECYCLED ACAPULCO MAT TURQUOISE,653,15.926829268292684,12.695255499402991,41,201109,201149,41,1.0,0.7970987373285185,Eratic
23053,RECYCLED ACAPULCO MAT PINK,364,10.11111111111111,9.14573367447601,36,201109,201149,41,1.1388888888888888,0.9045231106624625,Eratic
23054,RECYCLED ACAPULCO MAT LAVENDER,296,8.457142857142857,5.537799824005586,35,201109,201149,41,1.1714285714285715,0.6548074116222822,Eratic
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,177,7.695652173913044,92.75453176020747,23,201116,201147,32,1.391304347826087,12.05284875980097,Lumpy
23057,BEADED CHANDELIER T-LIGHT HOLDER,63,2.625,88.68547868977639,24,201116,201147,32,1.3333333333333333,33.78494426277196,Lumpy
23058,CHRISTMAS HANGING SNOWFLAKE,490,37.69230769230769,32.57653709697777,13,201137,201149,13,1.0,0.8642754740014511,Eratic
23060,HEART BEADED TRELLIS DECORATION,249,11.318181818181818,9.146356878880473,22,201116,201149,34,1.5454545454545454,0.8081118527524916,Lumpy
23061,VINTAGE EMBOSSED HEART,1030,31.21212121212121,19.265833708533055,33,201116,201149,34,1.0303030303030303,0.617254866389894,Eratic
23064,CINDERELLA CHANDELIER ,142,6.454545454545454,23.010819965786432,22,201117,201147,31,1.4090909090909092,3.5650566144176166,Lumpy
23065,LARGE DECO JEWELLERY STAND,260,8.96551724137931,11.312075591472686,29,201115,201146,32,1.103448275862069,1.2617315082796459,Eratic
23066,SMALL DECO JEWELLERY STAND,245,10.208333333333334,11.500393818083555,24,201116,201141,26,1.0833333333333333,1.1265691903428787,Eratic
23067,HANGING ENGRAVED METAL HEART,297,9.580645161290322,8.701625110856734,31,201117,201149,33,1.064516129032258,0.9082504324463258,Eratic
23068,ALUMINIUM STAMPED HEART,813,23.91176470588235,20.181551201844123,34,201116,201149,34,1.0,0.8440009112702339,Eratic
23069,EDWARDIAN PHOTO FRAME,90,4.285714285714286,2.4112830016996583,21,201117,201148,32,1.5238095238095237,0.562632700396587,Lumpy
23070,EDWARDIAN HEART PHOTO FRAME,160,6.4,4.890466917040404,25,201118,201149,32,1.28,0.764135455787563,Eratic
23071,damages,178,11.866666666666667,56.02915907513396,15,201116,201146,31,2.066666666666667,4.721558349028142,Lumpy
23072,damages,212,12.470588235294118,56.59076519965385,17,201118,201146,29,1.7058823529411764,4.537938718840167,Lumpy
23073,GEORGIAN TRINKET BOX,143,5.72,6.419501538281613,25,201116,201148,33,1.32,1.1222904787205619,Eratic
23074,EMBOSSED HEART TRINKET BOX,244,17.428571428571427,13.642209869001801,14,201136,201149,14,1.0,0.7827497465820706,Eratic
23075,PARLOUR CERAMIC WALL HOOK,443,13.84375,12.65958612940178,32,201116,201149,34,1.0625,0.9144622034782325,Eratic
23076,ICE CREAM SUNDAE LIP GLOSS,8072,218.16216216216216,117.111180202953,37,201112,201149,38,1.027027027027027,0.5368079370056071,Eratic
23077,DOUGHNUT LIP GLOSS ,10355,272.5,175.8029840167373,38,201112,201149,38,1.0,0.645148565199036,Eratic
23078,ICE CREAM PEN LIP GLOSS ,6783,178.5,107.65428902717227,38,201112,201149,38,1.0,0.6031052606564272,Eratic
23079,TOADSTOOL BEDSIDE LIGHT ,239,7.966666666666667,6.321737721235512,30,201119,201149,31,1.0333333333333334,0.7935235633350015,Eratic
23080,RED METAL BOX TOP SECRET,1068,34.45161290322581,45.586429786123425,31,201119,201149,31,1.0,1.3232016136421594,Eratic
23081,GREEN METAL BOX ARMY SUPPLIES,478,15.419354838709678,17.452362196463813,31,201119,201149,31,1.0,1.1318477575112516,Eratic
23082,SET 6 PAPER TABLE LANTERN HEARTS ,2305,74.35483870967742,48.41456281402444,31,201119,201149,31,1.0,0.6511286105139946,Eratic
23083,SET 6 PAPER TABLE LANTERN STARS ,1870,62.333333333333336,62.659635213249295,30,201119,201149,31,1.0333333333333334,1.0052347895173683,Eratic
23084,RABBIT NIGHT LIGHT,30646,988.5806451612904,1553.8908321627905,31,201119,201149,31,1.0,1.5718402335393364,Eratic
23085,ANTIQUE SILVER BAUBLE LAMP  ,368,17.523809523809526,15.477787463391037,21,201120,201149,30,1.4285714285714286,0.8832433063348145,Lumpy
23086,ZINC  STAR T-LIGHT HOLDER ,1212,52.69565217391305,62.73641452545628,23,201120,201149,30,1.3043478260869565,1.1905425198725201,Eratic
23087,ZINC  HEART T-LIGHT HOLDER,853,32.80769230769231,35.58878388567862,26,201119,201149,31,1.1923076923076923,1.084769497101576,Eratic
23088,ZINC HEART FLOWER T-LIGHT HOLDER,795,30.576923076923077,27.68562526210752,26,201119,201149,31,1.1923076923076923,0.9054418324714409,Eratic
23089,GLASS BON BON JAR,2340,75.48387096774194,91.83458715456536,31,201119,201149,31,1.0,1.2166120520476607,Eratic
23090,VINTAGE GLASS T-LIGHT HOLDER,1891,67.53571428571429,61.55965618683449,28,201120,201149,30,1.0714285714285714,0.9115126246596328,Eratic
23091,ZINC HERB GARDEN CONTAINER,571,21.14814814814815,16.709517563591636,27,201119,201145,27,1.0,0.7901172928493417,Eratic
23092,LARGE ANTIQUE WHITE PHOTO FRAME,515,17.75862068965517,29.661970809696225,29,201120,201149,30,1.0344827586206897,1.6702857349149332,Eratic
23093,SMALL PARISIENNE HEART PHOTO FRAME ,938,30.258064516129032,34.47024585729504,31,201119,201149,31,1.0,1.1392085517869364,Eratic
23094,LE GRAND TRAY CHIC SET,150,5.172413793103448,4.9213018422628885,29,201119,201148,30,1.0344827586206897,0.9514516895041584,Eratic
23096,PETIT TRAY CHIC,1047,34.9,35.45794011559864,30,201119,201149,31,1.0333333333333334,1.0159868227965227,Eratic
23099,FRENCH CARRIAGE LANTERN,129,5.16,3.847943173523573,25,201120,201149,30,1.2,0.7457254212254987,Eratic
23100,SILVER BELLS TABLE DECORATION,2168,72.26666666666667,58.12349120523523,30,201119,201149,31,1.0333333333333334,0.8042918524709672,Eratic
23101,SILVER STARS TABLE DECORATION,2037,72.75,60.37329861110113,28,201119,201149,31,1.1071428571428572,0.829873520427507,Eratic
